Category;Sub-Category;Month;Millions of Dollars
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1983-01-01;5317
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1983-02-01;5395
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1983-03-01;5444
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1983-04-01;5493
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1983-05-01;5508
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1983-06-01;5573
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1983-07-01;5631
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1983-08-01;5629
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1983-09-01;5661
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1983-10-01;5674
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1983-11-01;5712
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1983-12-01;5704
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1984-01-01;5758
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1984-02-01;5777
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1984-03-01;5834
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1984-04-01;5868
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1984-05-01;5877
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1984-06-01;5951
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1984-07-01;5927
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1984-08-01;5958
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1984-09-01;6017
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1984-10-01;5992
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1984-11-01;6050
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1984-12-01;6024
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1985-01-01;6086
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1985-02-01;6106
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1985-03-01;6093
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1985-04-01;6166
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1985-05-01;6166
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1985-06-01;6176
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1985-07-01;6211
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1985-08-01;6273
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1985-09-01;6362
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1985-10-01;6399
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1985-11-01;6503
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1985-12-01;6585
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1986-01-01;6640
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1986-02-01;6664
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1986-03-01;6741
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1986-04-01;6720
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1986-05-01;6795
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1986-06-01;6838
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1986-07-01;6887
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1986-08-01;6834
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1986-09-01;6919
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1986-10-01;6961
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1986-11-01;6962
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1986-12-01;6984
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1987-01-01;6965
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1987-02-01;6992
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1987-03-01;6928
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1987-04-01;6906
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1987-05-01;6837
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1987-06-01;6831
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1987-07-01;6758
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1987-08-01;6766
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1987-09-01;6698
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1987-10-01;6671
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1987-11-01;6622
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1987-12-01;6602
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1988-01-01;6647
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1988-02-01;6669
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1988-03-01;6776
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1988-04-01;6706
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1988-05-01;6714
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1988-06-01;6670
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1988-07-01;6714
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1988-08-01;6747
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1988-09-01;6681
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1988-10-01;6678
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1988-11-01;6678
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1988-12-01;6611
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1989-01-01;6683
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1989-02-01;6666
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1989-03-01;6626
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1989-04-01;6588
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1989-05-01;6615
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1989-06-01;6578
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1989-07-01;6564
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1989-08-01;6554
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1989-09-01;6574
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1989-10-01;6519
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1989-11-01;6527
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1989-12-01;6567
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1990-01-01;6506
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1990-02-01;6546
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1990-03-01;6582
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1990-04-01;6520
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1990-05-01;6492
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1990-06-01;6527
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1990-07-01;6457
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1990-08-01;6433
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1990-09-01;6459
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1990-10-01;6312
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1990-11-01;6335
Coffee, tea, and other beverage materials;Coffee, tea, and other beverage materials;1990-12-01;6232
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1976-01-01;12576
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1976-02-01;12420
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1976-03-01;12504
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1976-04-01;12614
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1976-05-01;12725
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1976-06-01;13003
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1976-07-01;13038
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1976-08-01;13326
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1976-09-01;13463
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1976-10-01;13749
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1976-11-01;13793
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1976-12-01;14150
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1977-01-01;14535
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1977-02-01;14516
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1977-03-01;14619
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1977-04-01;14905
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1977-05-01;15399
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1977-06-01;15561
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1977-07-01;15741
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1977-08-01;15720
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1977-09-01;15819
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1977-10-01;16136
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1977-11-01;16632
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1977-12-01;16346
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1978-01-01;16305
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1978-02-01;16591
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1978-03-01;16741
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1978-04-01;16689
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1978-05-01;16849
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1978-06-01;17084
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1978-07-01;17002
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1978-08-01;17129
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1978-09-01;17407
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1978-10-01;17319
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1978-11-01;17632
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1978-12-01;17888
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1979-01-01;18190
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1979-02-01;18210
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1979-03-01;18397
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1979-04-01;18177
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1979-05-01;18627
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1979-06-01;19271
Mineral waters, soft drinks, and vegetable juices;Mineral waters, soft drinks, and vegetable juices;1979-07-01;18756
